hit_id	replicon	gene_name	i_eval	score	profile_cov	seq_cov	begin_match	end_match
NZ_JBQSUP010000001.1_5071-14507:._10	all_contigs	Retron__RT_Tot_10	1.2e-32	111.000	0.366	0.863	8	139
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP198980.1_1327920-1338557:._9	all_contigs	PD-T7-2__PD-T7-2_A	4.9e-17	59.400	0.342	0.769	8	183
NZ_CP023010.2_126289-136926:._9	all_contigs	PD-T7-2__PD-T7-2_A	4.9e-17	59.400	0.342	0.769	8	183
NZ_CP198981.1_3845293-3855930:._1	all_contigs	PD-T7-2__PD-T7-2_A	5.7e-17	59.200	0.340	0.768	8	182
NZ_CP198979.1_334542-345179:._9	all_contigs	PD-T7-2__PD-T7-2_A	4.9e-17	59.400	0.342	0.769	8	183
NZ_CP016373.1_1241352-1251989:._9	all_contigs	PD-T7-2__PD-T7-2_A	4.9e-17	59.400	0.342	0.769	8	183
NZ_CP069277.1_3007011-3017648:._1	all_contigs	PD-T7-2__PD-T7-2_A	4.9e-17	59.400	0.342	0.769	8	183
NZ_OX596081.1_1428450-1439087:._1	all_contigs	PD-T7-2__PD-T7-2_A	7.3e-17	58.900	0.334	0.765	8	180
NZ_OX596082.1_1428453-1439090:._1	all_contigs	PD-T7-2__PD-T7-2_A	7.3e-17	58.900	0.334	0.765	8	180
NZ_CP198980.1_1327920-1338557:._8	all_contigs	PD-T7-2__PD-T7-2_B	6.7e-102	339.200	0.966	0.986	4	618
NZ_CP023010.2_126289-136926:._8	all_contigs	PD-T7-2__PD-T7-2_B	6.7e-102	339.200	0.966	0.986	4	618
NZ_CP198981.1_3845293-3855930:._2	all_contigs	PD-T7-2__PD-T7-2_B	6.7e-102	339.200	0.966	0.986	4	618
NZ_CP198979.1_334542-345179:._8	all_contigs	PD-T7-2__PD-T7-2_B	6.7e-102	339.200	0.966	0.986	4	618
NZ_CP016373.1_1241352-1251989:._8	all_contigs	PD-T7-2__PD-T7-2_B	6.7e-102	339.200	0.966	0.986	4	618
NZ_CP069277.1_3007011-3017648:._2	all_contigs	PD-T7-2__PD-T7-2_B	6.7e-102	339.200	0.966	0.986	4	618
NZ_OX596081.1_1428450-1439087:._2	all_contigs	PD-T7-2__PD-T7-2_B	6.7e-102	339.200	0.966	0.986	4	618
NZ_OX596082.1_1428453-1439090:._2	all_contigs	PD-T7-2__PD-T7-2_B	6.7e-102	339.200	0.966	0.986	4	618
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP117880.1_3051631-3062205:._3	all_contigs	AbiD__AbiD	1.6e-81	271.700	0.935	0.933	18	325
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_OZ245719.1_5125857-5136431:._11	all_contigs	ardu	4e-59	197.400	0.835	0.978	2	176
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP119421.1_5019560-5030119:._3	all_contigs	Hachiman__HamA_1	5.3e-25	86.100	0.828	0.897	27	278
NZ_CP119421.1_5019560-5030119:._2	all_contigs	Hachiman__HamB	3.8e-90	301.000	0.661	0.735	28	564
NZ_CP032318.1_36941-47167:._1	all_contigs	Hachiman__HamB	2.1e-25	86.700	0.171	0.319	296	462
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP119421.1_5019560-5030119:._3	all_contigs	Hachiman__HamA_1	5.3e-25	86.100	0.828	0.897	27	278
NZ_CP119421.1_5019560-5030119:._2	all_contigs	Hachiman__HamB	3.8e-90	301.000	0.661	0.735	28	564
NZ_CP032318.1_36941-47167:._1	all_contigs	Hachiman__HamB	2.1e-25	86.700	0.171	0.319	296	462
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP044017.1_1-9654:._8	all_contigs	RloC__RloC	6.6e-56	187.900	0.540	0.965	13	452
								
